	GO_Biological_Process_2023.stat	GO_Biological_Process_2023.pval	GO_Biological_Process_2023.p.adj	GO_Biological_Process_2023.num.genes	GO_Biological_Process_2023.gene.vals
Negative Regulation Of Nucleic Acid-Templated Transcription (GO:1903507)	-0.006663305	0.696176471	0.969700162	295	"HDAC4:118, NACC2:211, ZNF281:299, PER2:395, HSPA8:409, PRDM16:417, PHB2:438, TLE1:490, CAPN3:552, TFAP2B:644, NOTCH1:672, TGFB1:723, TSHZ3:724, TNFRSF4:736, FOXK2:737, NIBAN2:779, EHMT1:784, WNT4:794, PML:886, ID4:888, CTNNB1:906, RBM15:908, FOXO1:1003, CTBP2:1021, LHX1:1052, CTBP1:1147, TRIM28:1149, PARP1:5124.5, NMNAT1:5124.5, IL4:5124.5, ZBTB7A:5124.5, HDAC5:5124.5, HDAC9:5124.5, GAS6:5124.5, CD38:5124.5, BMP2:5124.5, SMAD4:5124.5, TNFSF4:5124.5, DNMT3A:5124.5, GATAD2A:5124.5, DNMT3L:5124.5, HMGB2:5124.5, HINFP:5124.5, CLOCK:5124.5, E2F1:5124.5, TP53:5124.5, KAT5:5124.5, NKX3-1:5124.5, TIMELESS:5124.5, SPINDOC:5124.5, NIPBL:5124.5, MEN1:5124.5, BCL6:5124.5, CRY1:5124.5, SUMO1:5124.5, MDM4:5124.5, MDM2:5124.5, CDKN1B:5124.5, FOXM1:5124.5, XRCC6:5124.5, HDAC10:5124.5, PRMT6:5124.5, HMGA2:5124.5, EREG:5124.5, MTERF3:5124.5, SMAD2:5124.5, DEAF1:5124.5, CALR:5124.5, SHC1:5124.5, TRAF6:5124.5, CDK5R1:5124.5, PLCB1:5124.5, CDK5:5124.5, KHDRBS1:5124.5, ID2:5124.5, DAB2IP:5124.5, RELA:5124.5, ERN2:5124.5, MAP3K10:5124.5, BTRC:5124.5, HEYL:5124.5, HES1:5124.5, ZNF423:5124.5, HEXIM1:5124.5, HNRNPL:5124.5, ATXN1:5124.5, SNW1:5124.5, MAEL:5124.5, RB1:5124.5, CDKN2A:5124.5, ATOH8:5124.5, SIRT2:5124.5, NCOR2:5124.5, GLI3:5124.5, ZC3H8:5124.5, WNT5A:5124.5, SFRP2:5124.5, PRICKLE1:5124.5, PDGFB:5124.5, MLXIPL:5124.5, SOX8:5124.5, SALL1:5124.5, NR0B1:5124.5, TBX3:5124.5, BHLHE40:5124.5, HOXA7:5124.5, TBX2:5124.5, ZBTB16:5124.5, IRF1:5124.5, IFNG:5124.5, RPS6KA5:5124.5, HDAC6:5124.5, SOX18:5124.5, TFAP2A:5124.5, TBR1:5124.5, QARS1:5124.5, CHD8:5124.5, CIC:5124.5, ADIPOQ:5124.5, ENO1:5124.5, ZFPM2:5124.5, POU3F3:5124.5, PEX14:5124.5, SNX6:5124.5, NR3C1:5124.5, NR1D1:5124.5, SBNO2:5124.5, CSF2:5124.5, HDAC3:5124.5, KLF4:5124.5, HDAC1:5124.5, PPM1F:5124.5, WWP1:5124.5, NPAS1:5124.5, LOXL3:5124.5, GLIS2:5124.5, NR0B2:5124.5, PCGF6:5124.5, SMARCA2:5124.5, SMARCA4:5124.5, BCOR:5124.5, SUDS3:5124.5, PER1:5124.5, ING4:5124.5, BRD7:5124.5, KDM4A:5124.5, KDM5C:5124.5, L3MBTL1:5124.5, CHD4:5124.5, CHD3:5124.5, BCL7A:5124.5, SMARCC2:5124.5, HDAC2:5124.5, LOXL2:5124.5, KMT5A:5124.5, EIF4A2:5124.5, SOX7:5124.5, CRY2:5124.5, MPHOSPH8:5124.5, IKZF1:5124.5, CREB3L1:5124.5, DKK3:5124.5, ARID5B:5124.5, FOXK1:5124.5, PBXIP1:5124.5, SCMH1:5124.5, BRMS1:5124.5, ELF3:5124.5, NCOR1:5124.5, NFIL3:5124.5, CBFA2T3:5124.5, TRIM33:5124.5, DACH1:5124.5, GMNN:5124.5, PRMT2:5124.5, HEXIM2:5124.5, ZNF219:5124.5, ZNF217:5124.5, CIPC:5124.5, BTAF1:5124.5, NKRF:5124.5, ZBTB21:5124.5, SAP18:5124.5, NAB1:5124.5, L3MBTL3:5124.5, CCDC85B:5124.5, ZBTB33:5124.5, YAF2:5124.5, RCOR1:5124.5, ZHX3:5124.5, ZHX1:5124.5, ZHX2:5124.5, MLX:5124.5, PRDM5:5124.5, ZGPAT:5124.5, ZMYND15:5124.5, EED:5124.5, ZSCAN10:5124.5, PHF12:5124.5, TLE2:5124.5, ZNF541:5124.5, LANCL2:5124.5, PA2G4:5124.5, HMBOX1:5124.5, ZNF746:5124.5, ZNF503:5124.5, CBFA2T2:5124.5, TWIST2:5124.5, HMX1:5124.5, ZMYM2:5124.5, NONO:5124.5, MDFIC:5124.5, POU2F1:5124.5, PFDN5:5124.5, ZNF174:5124.5, CIART:5124.5, ZNF653:5124.5, TBX21:9101, KAT6B:9164, SETDB2:9179, SOX13:9221, MYB:9289, NR1D2:9306, KDM8:9317, XRCC5:9334, SMURF2:9353, MECOM:9417, TNF:9500, KAT8:9510, DEPDC1:9518, ARID5A:9528, BAHD1:9588, TBX22:9699, ILF3:9815, SIRT1:9869, RSF1:9921, ZNF703:9936, MYBBP1A:9948, CCAR2:9973, WT1:9977, ZNF827:10025, ZBTB38:10029, USP47:10103, ZNF777:10138, ZBTB14:10311, ZNF318:10421, UIMC1:10427, RARA:10438, GZF1:10472, RNF2:10515, BHLHE41:10596, HIC2:10625, LIMD1:10757, DDIT3:10770, PRDM11:10841, MIDEAS:10886, DPEP1:10912, BCL3:10949, GCLC:10954, CIITA:11044, GFI1:11125, SIX4:11175, EPC1:11195, FERD3L:11316, CYP27B1:11320, ZBED6:11328, SFMBT1:11339, KLF10:11401, RUNX2:11433, ZP3:11446, TMPRSS6:11457, DAXX:11468, WWP2:11506, FOXS1:11510, FOXP3:11514, ARID4A:11586, ATP8B1:11672, ZEB1:11679, AHR:11737, KAT6A:11752, PIAS4:11763, BRCA1:11803, RRP8:11922, NRG1:11964, TRERF1:12044, CREBZF:12084, GATA6:12112, NR1I2:12126, RBM15B:12255, ZBTB4:12316, TRIB3:12420, GCFC2:12450, RIOX1:12533, RLIM:12560, INPP5K:12727"
Negative Regulation Of Nucleocytoplasmic Transport (GO:0046823)	0.024946975	0.806984218	0.98592101	8	"SIRT6:1124, TPR:2591, BARD1:2941, SUMO1:7610.5, NUP153:7610.5, RANGAP1:7610.5, MDFIC:7610.5, UFM1:11817"
Negative Regulation Of Oligodendrocyte Differentiation (GO:0048715)	-0.128150242	0.321028301	0.922941938	5	"TMEM98:195, NOTCH1:672, NF1:5124.5, HES1:5124.5, DRD3:12382"
Negative Regulation Of Organelle Assembly (GO:1902116)	0.012158978	0.82388467	0.988080918	28	"MDM1:136, KIF24:966, CCP110:1015, CDK5RAP2:1190, STYXL1:1271, USP10:1650, TCHP:1830, ODF2L:1945, SMAD4:7610.5, YAP1:7610.5, LRRK2:7610.5, KAT2B:7610.5, PINK1:7610.5, TBC1D7:7610.5, TBC1D30:7610.5, CAV3:7610.5, LIMK2:7610.5, MTM1:7610.5, TRIM37:7610.5, TESK1:7610.5, NUPR1:7610.5, PHF23:7610.5, SMCR8:7610.5, CEP97:7610.5, MPHOSPH9:7610.5, CDK10:11936, FEZ2:12090, SEC22B:12161"
Negative Regulation Of Ossification (GO:0030279)	-0.055844295	0.425514125	0.939968884	17	"PTK2B:63, NOTCH1:672, ECM1:1006, MEF2C:5124.5, SMAD6:5124.5, CCR1:5124.5, GREM1:5124.5, DKK1:5124.5, FGF23:5124.5, CHSY1:5124.5, BCOR:5124.5, SRGN:5124.5, KREMEN2:5124.5, TRPM4:9482, LRP4:9563, ENPP1:11123, TMEM53:12006"
Negative Regulation Of Osteoblast Differentiation (GO:0045668)	-0.083223717	0.142098784	0.809345251	26	"TMEM64:239, SEMA4D:240, CRIM1:242, NOCT:520, NOTCH1:672, TNFAIP6:700, HDAC9:5124.5, GDF10:5124.5, NOG:5124.5, SMAD6:5124.5, MEN1:5124.5, CDK6:5124.5, SKI:5124.5, LRP5:5124.5, GREM1:5124.5, RANBP3L:5124.5, PTCH1:5124.5, TNN:5124.5, FGF23:5124.5, NBR1:5124.5, TWIST2:5124.5, TRPM4:9482, LIMD1:10757, TMEM53:12006, CHRD:12472, RIOX1:12533"
Negative Regulation Of Osteoblast Proliferation (GO:0033689)	0.21254502	0.071409069	0.679125738	6	"MN1:201, PLXNB1:762, EIF2AK2:2718, NELL1:3423, GREM1:7610.5, TNN:7610.5"
Negative Regulation Of Osteoclast Differentiation (GO:0045671)	-0.167754319	0.066263603	0.679125738	10	"GPR55:29, TNFAIP6:700, IL4:5124.5, TLR4:5124.5, TLR3:5124.5, LRRC17:5124.5, FBN1:5124.5, MAFB:5124.5, GPR137B:5124.5, GPR137:5124.5"
Negative Regulation Of Oxidative Stress-Induced Cell Death (GO:1903202)	-0.007013996	0.915739376	0.989743607	19	"BAG5:403, PRKN:795, HTRA2:5124.5, ATF4:5124.5, LRRK2:5124.5, INS:5124.5, PINK1:5124.5, PPIA:5124.5, GPR37L1:5124.5, GPR37:5124.5, GATA4:5124.5, SOD2:5124.5, MAPK7:5124.5, NFE2L2:9336, FYN:9485, SIRT1:9869, FBXO7:10150, NME5:10762, PYCR1:10800"
Negative Regulation Of Oxidative Stress-Induced Intrinsic Apoptotic Signaling Pathway (GO:1902176)	-0.058920465	0.462098132	0.939968884	13	"BAG5:403, PRKN:795, HTRA2:5124.5, INS:5124.5, PINK1:5124.5, PPIA:5124.5, SOD2:5124.5, HIF1A:5124.5, MAPK7:5124.5, NONO:5124.5, NFE2L2:9336, SIRT1:9869, NME5:10762"
Negative Regulation Of Oxidative Stress-Induced Neuron Death (GO:1903204)	-0.083173449	0.480498623	0.939968884	6	"PRKN:795, IL10:5124.5, PINK1:5124.5, HIF1A:5124.5, NONO:5124.5, FBXO7:10150"
Negative Regulation Of Oxidoreductase Activity (GO:0051354)	0.038809211	0.703887254	0.970801259	8	"HP:1414, ETFBKMT:1441, OXA1L:2222, INS:7610.5, DRD5:7610.5, GZMA:7610.5, HDAC6:7610.5, PRKN:11940"
Negative Regulation Of p38MAPK Cascade (GO:1903753)	-0.019466882	0.880177532	0.989244605	5	"EZR:5124.5, DLG1:5124.5, TREM2:5124.5, DUSP10:5124.5, PTPN22:9726"
Negative Regulation Of Pathway-Restricted SMAD Protein Phosphorylation (GO:0060394)	-0.090763742	0.441368803	0.939968884	6	"LRP1:373, NOG:5124.5, SMAD6:5124.5, EMILIN1:5124.5, GREM1:5124.5, SNX25:10012"
Negative Regulation Of Peptidase Activity (GO:0010466)	0.035031411	0.44372958	0.939968884	40	"SERPINA7:13, CRB2:450, NRG1:771, SERPINE1:955, SERPINI2:1222, SERPINF1:1232, SERPINA4:1480, SERPINA6:1606, UBXN1:1784, CST7:2319, SERPINI1:2537, VTN:3005, EPPIN:3411, SERPINF2:7610.5, SPOCK2:7610.5, TIMP1:7610.5, CTSB:7610.5, SPOCK1:7610.5, SPINK5:7610.5, CSTA:7610.5, SERPINB2:7610.5, SERPINE2:7610.5, SERPINB12:7610.5, SERPINA5:7610.5, SPOCK3:7610.5, TIMP4:7610.5, SERPIND1:7610.5, FETUB:7610.5, SERPINA12:7610.5, SERPINE3:7610.5, SERPINA10:7610.5, SERPINA11:7610.5, SERPINA9:7610.5, SERPINB5:7610.5, SERPINB1:7610.5, SERPINB7:7610.5, SERPINB10:7610.5, ECM1:11729, TIMP3:11814, LRP1:12362"
Negative Regulation Of Peptide Hormone Secretion (GO:0090278)	-0.081602512	0.308442839	0.910463454	13	"PRKN:795, FOXO1:1003, SIRT4:5124.5, KCNB1:5124.5, CCN3:5124.5, CRH:5124.5, FFAR4:5124.5, CRHBP:5124.5, IRS1:5124.5, KCNJ11:5124.5, MIDN:5124.5, PSMD9:10111, FAM3D:10371"
Negative Regulation Of Peptidyl-Lysine Acetylation (GO:2000757)	0.024634023	0.864517492	0.989244605	4	"KLF15:2434, SIRT1:2866, NOC2L:7610.5, CTBP1:11588"
Negative Regulation Of Peptidyl-Serine Phosphorylation (GO:0033137)	-0.032127703	0.712205506	0.972368033	11	"PTEN:151, GADD45A:5124.5, GPD1L:5124.5, PDE4D:5124.5, DMD:5124.5, MLXIPL:5124.5, DKK1:5124.5, PPM1F:5124.5, CNKSR3:5124.5, INPP5J:11050, INPP5K:12727"
Negative Regulation Of Peptidyl-Threonine Phosphorylation (GO:0010801)	0.075511441	0.489066463	0.939968884	7	"INPP5K:8, PARD3:149, SIRT2:7610.5, DGKQ:7610.5, EIF4G1:7610.5, PPEF2:7610.5, CALM3:7610.5"
Negative Regulation Of Peptidyl-Tyrosine Phosphorylation (GO:0050732)	0.052106854	0.444225849	0.939968884	18	"PTPN2:324, PRKCD:1018, SH3BP5:2141, MVP:2669, PIBF1:2909, SH2B3:3047, SAMSN1:3152, PTPRC:7610.5, PTK6:7610.5, THY1:7610.5, SFRP2:7610.5, HYAL2:7610.5, OCRL:7610.5, PTPN6:7610.5, PARP14:7610.5, SRCIN1:7610.5, SH3BP5L:7610.5, SEMA4D:12495"
Negative Regulation Of Phagocytosis (GO:0050765)	-0.014877647	0.899576443	0.989743607	6	"CD47:5124.5, FCGR2B:5124.5, HMGB1:5124.5, APPL1:5124.5, DYSF:5124.5, TLR2:11038"
Negative Regulation Of Phosphatase Activity (GO:0010923)	0.016498316	0.863933624	0.989244605	9	"PTPA:702, STYXL1:1271, PPP4R4:3414, MASTL:7610.5, URI1:7610.5, PPP1R11:7610.5, CRY2:7610.5, PPP1R1B:7610.5, SEMA4D:12495"
Negative Regulation Of Phosphate Metabolic Process (GO:0045936)	0.004596424	0.959864718	0.993722706	10	"INPP5K:8, SIRT1:2866, CDKN1A:7610.5, CDKN1B:7610.5, ROCK1:7610.5, CDKN2A:7610.5, INHA:7610.5, PLEK:7610.5, TESK1:7610.5, CDA:7610.5"
Negative Regulation Of Phosphatidylinositol 3-Kinase Signaling (GO:0014067)	-0.102100586	0.349587584	0.939968884	7	"PTEN:151, NLRC3:5124.5, SLC9A3R1:5124.5, TSC2:5124.5, TREM2:5124.5, PIK3IP1:5124.5, NOP53:9248"
Negative Regulation Of Phospholipase Activity (GO:0010519)	0.100727052	0.392885906	0.939968884	6	"PLA2R1:43, ANGPTL3:319, ANXA1:7610.5, BICD1:7610.5, ANXA8L1:7610.5, ANXA8:7610.5"
Negative Regulation Of Phosphoprotein Phosphatase Activity (GO:0032515)	0.04560745	0.554726434	0.947741173	14	"IKBKB:135, PTPA:702, STYXL1:1271, TNF:3235, PPP4R4:3414, NCKAP1L:7610.5, MASTL:7610.5, ROCK1:7610.5, PPP1R11:7610.5, CRY2:7610.5, PPP1R1B:7610.5, PPP1R14D:7610.5, MGAT5:7610.5, ROCK2:12220"
Negative Regulation Of Phosphorylation (GO:0042326)	-0.007502197	0.857461073	0.989164808	48	"IGFBP3:13, TRAF3IP1:131, PTEN:151, MYADM:501, TGFB1:723, PRKN:795, PRR5L:1093, TARDBP:5124.5, EPHB2:5124.5, CDKN1A:5124.5, CIB1:5124.5, MEN1:5124.5, CDKN1B:5124.5, TERF2IP:5124.5, DNAJC10:5124.5, LRRK2:5124.5, DAB2IP:5124.5, ROCK1:5124.5, CRKL:5124.5, CDKN2A:5124.5, INHA:5124.5, PPIA:5124.5, INSM1:5124.5, SLIT2:5124.5, CDK5RAP3:5124.5, ATG14:5124.5, FBLN1:5124.5, IBTK:5124.5, PRNP:5124.5, IMPACT:5124.5, PRDX3:5124.5, SH3GL2:5124.5, TESK1:5124.5, WWTR1:5124.5, PIP5KL1:9486, SIRT1:9869, KLHL31:9886, PPP1R15B:10359, MAPT:10860, CACTIN:11005, ZC3H12A:11150, NIBAN1:11322, CORO1C:11341, PTPN13:11908, PRKDC:12064, OCLN:12149, SORD:12462, INPP5K:12727"
Negative Regulation Of Plasma Membrane Bounded Cell Projection Assembly (GO:0120033)	0.041578779	0.463298335	0.939968884	26	"NRG1:771, KIF24:966, CCP110:1015, PRKCD:1018, ARHGAP24:1114, TCHP:1830, ODF2L:1945, TACSTD2:3435, YAP1:7610.5, CCL21:7610.5, CAPZB:7610.5, EVL:7610.5, RAP1GAP:7610.5, TBC1D7:7610.5, TBC1D30:7610.5, SLIT2:7610.5, LIMK2:7610.5, PLXNB3:7610.5, KANK1:7610.5, TESK1:7610.5, SRGAP2C:7610.5, ARHGAP44:7610.5, PFN2:7610.5, CEP97:7610.5, MPHOSPH9:7610.5, CDK10:11936"
Negative Regulation Of Plasminogen Activation (GO:0010757)	-0.005419233	0.963336173	0.994632562	6	"THBS1:5124.5, SERPINF2:5124.5, PLAU:5124.5, PLAT:5124.5, SERPINE2:5124.5, SERPINE1:11780"
Negative Regulation Of Platelet Activation (GO:0010544)	-0.077683473	0.351548431	0.939968884	12	"C1QTNF1:519, NOS3:893, PDGFB:5124.5, APOE:5124.5, F2:5124.5, THBD:5124.5, PDGFRA:5124.5, CD9:5124.5, SERPINE2:5124.5, PRKG1:5124.5, SH2B3:9688, PRKCD:11717"
Negative Regulation Of Platelet Aggregation (GO:0090331)	-0.007304184	0.950597742	0.992316221	6	"C1QTNF1:519, CD9:5124.5, SERPINE2:5124.5, PRKG1:5124.5, SH2B3:9688, PRKCD:11717"
Negative Regulation Of Platelet-Derived Growth Factor Receptor Signaling Pathway (GO:0010642)	-0.062154882	0.518534226	0.939968884	9	"LRP1:373, PTGIR:844, PTPRJ:5124.5, SLC9A3R1:5124.5, PTPN12:5124.5, HGS:5124.5, PHF14:5124.5, APOD:10457, PTPN2:12411"
Negative Regulation Of Potassium Ion Transmembrane Transport (GO:1901380)	-0.210037362	0.074815045	0.679125738	6	"BIN1:342, NEDD4L:990, KCNH2:5124.5, CAB39:5124.5, CAV3:5124.5, CASQ2:5124.5"
Negative Regulation Of Potassium Ion Transmembrane Transporter Activity (GO:1901017)	-0.146622236	0.213613145	0.814887427	6	"NEDD4L:990, CAB39:5124.5, CAV3:5124.5, CASQ2:5124.5, GRP:5124.5, KCNAB1:5124.5"
Negative Regulation Of Potassium Ion Transport (GO:0043267)	-0.215555556	0.025156663	0.627203235	9	"PTK2B:63, BIN1:342, NEDD4L:990, VIP:5124.5, KCNH2:5124.5, CAB39:5124.5, CAV3:5124.5, NOS1:5124.5, CASQ2:5124.5"
Negative Regulation Of Production Of Molecular Mediator Of Immune Response (GO:0002701)	0.104816722	0.373957288	0.939968884	6	"CD22:989, TNF:3235, FCRL3:3564, IL10:7610.5, FCGR2B:7610.5, APOA2:7610.5"
Negative Regulation Of Programmed Cell Death (GO:0043069)	-0.040145238	0.027208034	0.627203235	259	"PTK2B:63, OPN3:105, UBE2Z:164, PTK2:171, CRYAA:174, MAPK8:228, SEMA4D:240, XIAP:286, ANXA5:306, CASP2:308, MYC:324, DNAJA1:392, ANKLE2:394, PHB2:438, POU4F1:472, NTSR1:479, CAPN3:552, TFAP2B:644, ARHGDIA:648, COPS5:701, NIBAN2:779, CTSH:843, CTNNB1:906, UFM1:918, WFS1:925, FOXO1:1003, TMEM109:1043, MLST8:1071, KRT18:1095, ANXA4:1111, FIGNL1:5124.5, IL10:5124.5, IL4:5124.5, CD40LG:5124.5, MALT1:5124.5, GAS6:5124.5, NCKAP1L:5124.5, CD74:5124.5, IL2RB:5124.5, CD27:5124.5, CD38:5124.5, SMAD5:5124.5, SMAD6:5124.5, TP53:5124.5, PLK3:5124.5, SETX:5124.5, BABAM2:5124.5, MGMT:5124.5, MRE11:5124.5, CIB1:5124.5, PSEN1:5124.5, CDK1:5124.5, BCL2A1:5124.5, WNT1:5124.5, PIDD1:5124.5, MTOR:5124.5, PLK2:5124.5, MDM2:5124.5, TRIAP1:5124.5, HMGA2:5124.5, TSC22D1:5124.5, PTMA:5124.5, NFKB1:5124.5, RHBDD1:5124.5, HSP90B1:5124.5, SHC1:5124.5, EGFR:5124.5, ERBB4:5124.5, CBL:5124.5, ERBB2:5124.5, IGF1:5124.5, KDR:5124.5, ANXA1:5124.5, RPS6KB1:5124.5, PLK1:5124.5, OPA1:5124.5, ARHGAP21:5124.5, MYO18A:5124.5, GOLPH3:5124.5, CLN3:5124.5, ARF4:5124.5, BNIP1:5124.5, BIRC2:5124.5, BIRC3:5124.5, RELA:5124.5, SLC7A11:5124.5, APIP:5124.5, MAP4K4:5124.5, CARD14:5124.5, PSEN2:5124.5, NOTCH2:5124.5, NUP62:5124.5, MED1:5124.5, TENT5B:5124.5, GDNF:5124.5, VIP:5124.5, KIF14:5124.5, IL2:5124.5, CD28:5124.5, TNFSF18:5124.5, RIPK1:5124.5, SHH:5124.5, VTCN1:5124.5, PRR5:5124.5, RICTOR:5124.5, WNT5A:5124.5, SIAH2:5124.5, FXN:5124.5, GHRL:5124.5, FLNA:5124.5, PRLR:5124.5, VEGFA:5124.5, TJP1:5124.5, PPT1:5124.5, ANGPTL4:5124.5, GRK5:5124.5, PAK2:5124.5, SOX8:5124.5, VHL:5124.5, TBX3:5124.5, MAPK8IP3:5124.5, AZU1:5124.5, ATAD3A:5124.5, THBS1:5124.5, TREM2:5124.5, AIFM2:5124.5, ERBB3:5124.5, VDAC1:5124.5, BNIP2:5124.5, NTRK1:5124.5, EGR3:5124.5, GREM1:5124.5, RASA1:5124.5, FLT4:5124.5, TFAP2A:5124.5, IL7:5124.5, XPNPEP1:5124.5, AMIGO2:5124.5, MET:5124.5, FFAR4:5124.5, AQP1:5124.5, SPHK1:5124.5, AMH:5124.5, NKX2-6:5124.5, DDRGK1:5124.5, HGF:5124.5, POU3F3:5124.5, DKK1:5124.5, MMP9:5124.5, IGF1R:5124.5, FCMR:5124.5, CLEC5A:5124.5, PRDX3:5124.5, AXL:5124.5, IL6ST:5124.5, BAG4:5124.5, HAX1:5124.5, DSTYK:5124.5, HDAC3:5124.5, NUAK2:5124.5, HDAC1:5124.5, BAG3:5124.5, GATA1:5124.5, MTDH:5124.5, ZNF16:5124.5, WNK3:5124.5, ASNS:5124.5, TFRC:5124.5, AHI1:5124.5, HDAC2:5124.5, TEK:5124.5, WDR73:5124.5, RPS3A:5124.5, RPL10:5124.5, ITCH:5124.5, MPO:5124.5, SH3RF1:5124.5, COMP:5124.5, PRELID1:5124.5, ARAF:5124.5, FATE1:5124.5, YME1L1:5124.5, DNAJA3:5124.5, AREL1:5124.5, NUPR1:5124.5, PIM1:5124.5, TAX1BP1:5124.5, PA2G4:5124.5, AVEN:5124.5, FANK1:5124.5, PAX7:5124.5, RNF157:5124.5, BIRC6:5124.5, BIRC7:5124.5, BAG1:5124.5, TXNDC5:5124.5, DNAJC3:5124.5, TMBIM4:5124.5, MIEN1:5124.5, HYPK:5124.5, MYDGF:5124.5, DPP8:5124.5, DPP9:5124.5, PEPD:5124.5, FAS:9110, HTR2B:9119, DAB2:9144, PIK3R1:9166, RNF144B:9268, ZNF830:9350, HIGD2A:9367, MECOM:9417, TCL1A:9463, NR1H4:9522, BARD1:9794, PHIP:9799, LAPTM5:9813, NUGGC:9839, PLAUR:9842, SIRT1:9869, HCK:9893, WT1:9977, XBP1:9984, IL31RA:10030, TM7SF3:10081, USP47:10103, BFAR:10274, IFIT3:10281, CD44:10542, DPEP1:10912, BCL3:10949, GCLC:10954, PRDX5:10964, STIL:11024, IER3:11119, CAT:11163, SIX4:11175, IL6:11248, KANK2:11324, CIAPIN1:11377, PROC:11636, HPN:11749, CFLAR:11750, SH3RF2:11761, TIGAR:11793, HIPK3:11921, FABP1:12037, SUPV3L1:12046, PRKDC:12064, GATA6:12112, PKHD1:12214, NAA16:12225, GPX4:12234, ANGPT4:12284, TMIGD1:12380, TMBIM6:12431, HTATIP2:12461, ERCC5:12476, ALB:12716"
Negative Regulation Of Programmed Necrotic Cell Death (GO:0062099)	-0.1380962	0.205813402	0.814887427	7	"ARHGEF2:1055, YBX3:5124.5, CASP8:5124.5, BIRC2:5124.5, BIRC3:5124.5, RIPK1:5124.5, NUPR1:5124.5"
Negative Regulation Of Proteasomal Protein Catabolic Process (GO:1901799)	0.039462921	0.512588209	0.939968884	23	"AQP11:1005, USP7:1568, UBXN1:1784, LAMP3:1803, CAMLG:2028, CCAR2:2762, MARCHF7:2911, UCHL5:3456, NOP53:3487, HFE:7610.5, BAG6:7610.5, HSP90AB1:7610.5, SDCBP:7610.5, OGT:7610.5, DDRGK1:7610.5, N4BP1:7610.5, EIF3H:7610.5, PHF20L1:7610.5, USP25:7610.5, PSMF1:7610.5, KLHL40:7610.5, OPHN1:11987, BAG5:12332"
Negative Regulation Of Proteasomal Ubiquitin-Dependent Protein Catabolic Process (GO:0032435)	0.058254574	0.419950915	0.939968884	16	"USP7:1568, UBXN1:1784, CAMLG:2028, CCAR2:2762, UCHL5:3456, NOP53:3487, HFE:7610.5, BAG6:7610.5, HSP90AB1:7610.5, SDCBP:7610.5, OGT:7610.5, DDRGK1:7610.5, N4BP1:7610.5, EIF3H:7610.5, PHF20L1:7610.5, KLHL40:7610.5"
Negative Regulation Of Protein K63-linked Ubiquitination (GO:1900045)	0.032875698	0.843659781	0.988080918	3	"UBR5:2862, TRIP12:7610.5, PLAA:7610.5"
Negative Regulation Of Protein Autophosphorylation (GO:0031953)	0.09814756	0.368559937	0.939968884	7	"NLRP12:1573, ENPP1:1612, MVP:2669, ENG:7610.5, IMPACT:7610.5, TESK1:7610.5, ERRFI1:7610.5"
Negative Regulation Of Protein Binding (GO:0032091)	-0.000276151	0.994780014	0.997379776	47	"MAPK8:228, SYMPK:283, PTPRF:529, RALB:806, IFIT2:982, ITGA4:5124.5, HFE:5124.5, CSNK1E:5124.5, CDKN1A:5124.5, DDX11:5124.5, GTF2F1:5124.5, ARRB2:5124.5, DNAJB2:5124.5, LRRK2:5124.5, SORL1:5124.5, ROCK1:5124.5, TFIP11:5124.5, PIN1:5124.5, DVL1:5124.5, ADRB2:5124.5, ADRB3:5124.5, ATP2A3:5124.5, PDGFB:5124.5, B2M:5124.5, IFIT1:5124.5, USP33:5124.5, ADIPOQ:5124.5, PPP1CA:5124.5, AURKB:5124.5, DKK1:5124.5, ADAM15:5124.5, PEX14:5124.5, GNL3L:5124.5, LRPAP1:5124.5, DAB2:9144, MAP2:9764, MITD1:10213, TTBK1:10652, DISC1:10751, TMC8:10857, XIRP1:11146, AURKA:11260, PRKCD:11717, TTBK2:12102, DACT1:12133, TMBIM6:12431, EFHB:12709"
Negative Regulation Of Protein Catabolic Process (GO:0042177)	-0.033725612	0.466538531	0.939968884	39	"FURIN:516, OPHN1:748, TIMP3:921, IL10:5124.5, MDM4:5124.5, EGFR:5124.5, DAB2IP:5124.5, ROCK1:5124.5, SF3B3:5124.5, PIN1:5124.5, SNRNP70:5124.5, HSP90AB1:5124.5, SIRT2:5124.5, INS:5124.5, FLNA:5124.5, AGAP2:5124.5, CDK5RAP3:5124.5, TIMP1:5124.5, CYP51A1:5124.5, HMGCR:5124.5, RILP:5124.5, RIC1:5124.5, ALAD:5124.5, PHF20L1:5124.5, CTSA:5124.5, AZIN2:5124.5, PSMF1:5124.5, TRIM40:5124.5, AZIN1:5124.5, SERPINB12:5124.5, TIMP4:5124.5, NELL1:9312, MAD2L2:9561, PTPN3:9607, MARCHF7:9824, NQO1:10622, LAMP3:10932, ATRAID:11603, IRAK3:11877"
Negative Regulation Of Protein Dephosphorylation (GO:0035308)	-0.029849924	0.731792704	0.973158919	11	"PPP1R16B:586, PPP1R8:1063, MASTL:5124.5, YWHAE:5124.5, PPP1R11:5124.5, CRY2:5124.5, MFHAS1:5124.5, PPP1R1B:5124.5, PPP4R4:9321, STYXL1:11464, PTPA:12033"
